"Event","Media ID","Name","Business Name","Return Type","Total Amount"
"2004 Federal Election","1649","Lower Hunter Star","Regional Publishers Pty Ltd","Publisher","0"
"2004 Federal Election","1700","Macedon Ranges /  Sunbury Telegraph","Fairfax Community Newspapers Pty Ltd","Publisher","4379"
"2004 Federal Election","5148","Macedon Ranges Guardian","Elliott Midland Newspapers Pty Ltd","Publisher","0"
"2004 Federal Election","4499","Mackay Midweek","Mackay Printing & Publishing","Publisher","2758"
"2004 Federal Election","136","Macleay Argus","Regional Publishers Pty Ltd","Publisher","1956"
"2004 Federal Election","1648","Macleay Valley Happynings","Regional Publishers","Publisher","0"
"2004 Federal Election","4361","Magic 693","693 Southern Cross Radio Pty Ltd","Broadcaster","2596"
"2004 Federal Election","148","Maitland Mercury","Regional Publishers Pty Ltd","Publisher","8318"
"2004 Federal Election","1755","Mandurah Coastal Times","Mandurah Coastal Times","Publisher","22643"
"2004 Federal Election","4300","Manning Great Lakes Extra","Regional Publishers","Publisher","3828"
"2004 Federal Election","1660","Manning River Times","Regional Publishing Division","Publisher","6381"
"2004 Federal Election","4116","Manningham Leader","Leader Community Newspapers","Publisher","19235"
"2004 Federal Election","4582","Maroondah & Yarra Ranges Journal","Fairfax Community Newspapers","Publisher","2917"
"2004 Federal Election","4118","Maroondah Leader","Leader Community Newspapers","Publisher","12463"
"2004 Federal Election","5063","MAX FM 107.3","Manning Valley Broadcasting","Broadcaster","25612"
"2004 Federal Election","5318","Mayne Gazette","The Warrnambool Standard Pty Ltd","Publisher","1389"
"2004 Federal Election","3460","Medical Journal of Australia","Australasian Medical Publishing Company Ltd","Publisher","0"
"2004 Federal Election","3461","Medical Observer","Medimedia Australian Pty Ltd","Publisher","0"
"2004 Federal Election","1783","Melbourne Chinese Post","Melbourne Chinese Post","Publisher","0"
"2004 Federal Election","4142","Melbourne Yarra Leader","Leader Community Newspapers","Publisher","238"
"2004 Federal Election","5009","Melton Mooroolbark Leader","Leader Community Newspapers","Publisher","2298"
"2004 Federal Election","4693","Melton/Bacchus Marsh Express-Telegraph","Fairfax community Newpapers","Publisher","3639"
"2004 Federal Election","4213","Melville Times","Community Newsgroup","Publisher","9007"
"2004 Federal Election","4440","Mercury","Davies Brothers Limited","Publisher","134226"
"2004 Federal Election","1166","Merimbula News Weekly","Merimbula News Weekly","Publisher","1655"
"2004 Federal Election","5207","Mid Coast Happenings","Rural Press Ltd","Publisher","0"
"2004 Federal Election","137","Midcoast Observer","Regional Publishers Pty Ltd","Publisher","2258"
"2004 Federal Election","4486","Midland Express","Elliot Midland Newspapers P/L","Publisher","7833"
"2004 Federal Election","4061","Midland Kalamunda Reporter Community","Midland Kalamunda Reporter/Comm Newspaper Group","Publisher","12586"
"2004 Federal Election","4227","Midstate Observer","Regional Publishers","Publisher","2918"
"2004 Federal Election","4765","Midwest Times","Midwest Times","Publisher","6462"
"2004 Federal Election","5288","Mildura Independent Star","","Publisher","0"
"2004 Federal Election","338","Mildura Midweek","Sunraysia Newspaper Services Pty Ltd","Publisher","1030"
"2004 Federal Election","4902","Mission Today","Catholic Mission","Publisher","0"
"2004 Federal Election","5280","Mix 101 HOFM","Commercial Broadcasters Pty Ltd","Broadcaster","0"
"2004 Federal Election","5045","Mix 106.5","Commonwealth Broadcasting","Broadcaster","36720"
"2004 Federal Election","4217","Mix102.3","5AD Broadcasting Company Pty Ltd","Broadcaster","17259"
"2004 Federal Election","4326","Mixx FM","Ace Radio Broadcasters","Broadcaster","6138"
"2004 Federal Election","5093","Mixx FM","Ace Radio Broadcasters Pty Ltd","Broadcaster","1425"
"2004 Federal Election","4920","Moe and Narracan News","Latrobe Valley Express Partnership","Publisher","2744"
"2004 Federal Election","4583","Monash Journal","Fairfax Community Newspapers","Publisher","3899"
"2004 Federal Election","5209","Moonee Valley Community News","Fairfax Community Newspapers","Publisher","579"
"2004 Federal Election","5005","Moonee Valley Leader","Leader Community Newspapers","Publisher","1930"
"2004 Federal Election","4147","Moorabbin Leader","Leader Community Newspapers","Publisher","2148"
"2004 Federal Election","4144","Mordialloc Chelsea Leader","Leader Community Newspapers","Publisher","764"
"2004 Federal Election","5211","Moreland Community News","Fairfax Community News","Publisher","132"
"2004 Federal Election","5007","Moreland Leader","Leader Community Newspapers","Publisher","804"
"2004 Federal Election","342","Mornington & Southern Peninsula Mail","Independent News Pty Ltd","Publisher","1127"
"2004 Federal Election","1685","Mornington Peninsula Leader","Leader Newspaper Group","Publisher","13388"
"2004 Federal Election","5269","Motor Traders Association Journal","Motor Traders Association of NSW","Publisher","0"
"2004 Federal Election","2840","Mt Buller Stirling News","North East Newspapers Pty Ltd","Publisher","0"
"2004 Federal Election","888","MTN","Win Television Griffith Pty Ltd","Broadcaster","5019"
"2004 Federal Election","155","Mudgee Guardian & Gulgong Advertiser","Cudgegong Newspapers Pty Ltd","Publisher","1954"
"2004 Federal Election","502","Murray Valley Standard","Bridge Printing Office Pty Ltd","Publisher","1802"
"2004 Federal Election","157","Muswellbrook Chronicle","Regional Publishers Pty Ltd","Publisher","0"
"2004 Federal Election","5202","MVH-FM 92.5","MVH-FM","Broadcaster","0"
"2004 Federal Election","4504","Myall Coast Nota","Rural Press","Publisher","6400"
"2004 Federal Election","5094","Nambour Chronicle","Sunshine Coast Newspaper Company","Publisher","547"
"2004 Federal Election","127","Namoi Valley Independent","Gunnedah Publishing Company Pty Ltd","Publisher","2353"
"2004 Federal Election","1168","Narooma News","Rural Press Pty Ltd","Publisher","3571"
"2004 Federal Election","4177","Narrandera Argus","Narrandera Argus Pty Ltd","Publisher","880"
"2004 Federal Election","4972","National Building News","Westroyal P/L","Publisher","0"
"2004 Federal Election","5182","National Geographic Channel","Foxtel","Broadcaster","25059"
"2004 Federal Election","5347","National Geographic Channel","Telstra Pay TV Pty Ltd","Broadcaster","25059"
"2004 Federal Election","3361","National Healthcare Journal","All Results Consultancy Pty Ltd","Publisher","0"
"2004 Federal Election","5121","National Indigenous Radio Service","National Indigenous Radio Service","Broadcaster","0"
"2004 Federal Election","2348","National Market Place News","Jolbar Pty Ltd","Publisher","0"
"2004 Federal Election","5312","National News","","Publisher","0"
"2004 Federal Election","4422","NBN 3","NBN Ltd","Broadcaster","693883"
"2004 Federal Election","4016","NEN","Prime Television Northern Pty Ltd","Broadcaster","594690"
"2004 Federal Election","5301","Nerribee Star","South East Newspapers","Publisher","0"
"2004 Federal Election","4970","New Choices for Retirement","The Mature Travellers Club Pty Ltd","Publisher","0"
"2004 Federal Election","5313","New Internationalist Magazine","New Internationalist Publications Pty Ltd","Publisher","0"
"2004 Federal Election","2463","New Vegetarian & Natural Health","Australian Vegetarian Soc/Natural Health Society of Aust","Publisher","0"
"2004 Federal Election","4299","NEW-10","Network Ten (Perth) Pty Ltd","Broadcaster","707663"
"2004 Federal Election","5206","Newcastle Herald","Newcastle Newspapers","Publisher","35722"
"2004 Federal Election","5065","Newcastle Star","Newcastle Star","Publisher","3910"
"2004 Federal Election","5048","NEWFM 105.3","Newcastle FM Pty Ltd","Broadcaster","21378"
"2004 Federal Election","479","News Review Messenger","Messenger Press Pty Ltd","Publisher","25536"
"2004 Federal Election","1996","News Weekly","Freedom Publishing Co","Publisher","0"
"2004 Federal Election","2464","Nexus New Times Magazine","Nexus Magazine Pty Ltd","Publisher","0"
"2004 Federal Election","1313","Nichigo Press","Nichigo Press Pty Ltd","Publisher","0"
"2004 Federal Election","5099","NineFourOne FM (Living Sound Radio)","Living Sound Broadcasters","Broadcaster","500"
"2004 Federal Election","4962","Noosa News","","Publisher","4967"
"2004 Federal Election","82","North Coast Advocate","Northern Star Ltd","Publisher","10346"
"2004 Federal Election","5022","North Coast Times","Community Newspaper Group","Publisher","1946"
"2004 Federal Election","5268","North East Farmer","North East Newspapers Pty Ltd","Publisher","0"
"2004 Federal Election","579","North Eastern Advertiser","Kanted P/L","Publisher","8996"
"2004 Federal Election","128","North West Magazine","North West Magazine Partnership","Publisher","0"
"2004 Federal Election","383","North West News","Quest Community Newspapers","Publisher","9207"
"2004 Federal Election","5363","North West Telegraph","North West Telegraph","Publisher","0"
"2004 Federal Election","1552","Northcote Leader","Leader Newspaper Group","Publisher","1615"
"2004 Federal Election","65","Northern Beaches Weekender","Torch Publishing Company Pty Ltd","Publisher","8283"
"2004 Federal Election","191","Northern Daily Leader","Regional Publishers Pty Ltd","Publisher","14655"
"2004 Federal Election","5013","Northern Downs News","Northern Downs News","Publisher","0"
"2004 Federal Election","4965","Northern Leader","Westonprint Pty Ltd","Publisher","8735"
"2004 Federal Election","384","Northern News","Quest Community Newspapers","Publisher","8378"
"2004 Federal Election","5234","Northern News","Fairfax Community Newspapers","Publisher","5865"
"2004 Federal Election","587","Northern Territory News","Nationwide News Pty Ltd","Publisher","54958"
"2004 Federal Election","1216","Northern Times","Quest Community Newspapers","Publisher","21303"
"2004 Federal Election","386","Northside Chronicle","Quest Community Newspapers","Publisher","7994"
"2004 Federal Election","2465","Nova","Sunrise Publishers","Publisher","1500"
"2004 Federal Election","4410","Nova 969 FM","DMG Radio Australia","Broadcaster","39942"
"2004 Federal Election","1338","Novosti","Foreign Language Press Pty Ltd","Publisher","0"
"2004 Federal Election","3163","NSW Dairy Digest","NSW Dairy Digest","Publisher","0"
"2004 Federal Election","932","NTD","Territory Television Pty Ltd","Broadcaster","118426"
"2004 Federal Election","349","Numurkah Leader","Numurkah Leader","Publisher","5196"
"2004 Federal Election","916","NWS CHAN 9","Southern Television Corporation Pty Ltd","Broadcaster","794290"
"2004 Federal Election","5289","NXFM 106.9","Radio Newcastle P/L","Broadcaster","46101"
"2004 Federal Election","5100","Oak FM 101.3","Wangaratta Community Radio Association Inc","Broadcaster","0"
"2004 Federal Election","4974","Open Road","NRMA Open Road Pty Ltd","Publisher","0"
"2004 Federal Election","2301","Optus Vision","Optus Vision","Broadcaster","415980"
"2004 Federal Election","265","Pakenham - Berwick Gazette","South Eastern Independant Newspapers Pty Ltd","Publisher","17393"
"2004 Federal Election","5232","Palm Island Aboriginal Council","Palm Island Aboriginal Council","Broadcaster","0"
"2004 Federal Election","1770","Palmerston Post","Palmerston Town Council","Publisher","0"
"2004 Federal Election","3985","Parramatta Sun","Fairfax Community Newspapers","Publisher","23227"
"2004 Federal Election","70","Penrith City Star","Fairfax Community Newspapers Pty Ltd","Publisher","3130"
"2004 Federal Election","1745","Perth Weekly","ALW Pty Ltd","Publisher","0"
"2004 Federal Election","3544","Pharmacy 2000","Pharmacy 2000 Pty Ltd","Publisher","0"
"2004 Federal Election","1217","Pine Rivers Press","Quest Community Newspapers","Publisher","6668"
"2004 Federal Election","3083","Plumbing & Mechanical Connection","Connection Magazines Lty Ltd","Publisher","0"
"2004 Federal Election","444","Port Douglas and Mossman Gazette","Duvir Holdings Pty Ltd","Publisher","1345"
"2004 Federal Election","493","Port Lincoln Times","Port Lincoln Times Pty Ltd","Publisher","2146"
"2004 Federal Election","181","Port Macquarie Express","Regional Publishers Pty Ltd","Publisher","1442"
"2004 Federal Election","182","Port Macquarie News","Regional Publishers Pty Ltd","Publisher","2812"
"2004 Federal Election","183","Port Stephens Examiner","Port Stephens Publishers Pty Ltd","Publisher","13280"
"2004 Federal Election","5155","Port Stephens FM 2 PSR","Port Stephens FM 100.9","Broadcaster","0"
"2004 Federal Election","4369","Portland Observer","Spectator  Observer Partnership","Publisher","3444"
"2004 Federal Election","481","Portside Messenger","Messenger Press Pty Ltd","Publisher","7884"
"2004 Federal Election","1529","Post Newspapers","A/A","Publisher","18060"
"2004 Federal Election","3982","Post Weekly","Regional Publishers","Publisher","311"
"2004 Federal Election","4151","Preston Leader","Leader Community Newspapers","Publisher","1615"
"2004 Federal Election","4726","Professional Voice","Australian Education Union - Vic Branch","Publisher","0"
"2004 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","18786"
"2004 Federal Election","5142","PTV","Prime Television (Victoria) Pty Ltd","Broadcaster","11915"
"2004 Federal Election","4988","Purchasing and Supply","Informa Australia Pty Ltd","Publisher","0"
"2004 Federal Election","1693","Pyrenees Advocate","Waterloo Ink Pty Ltd","Publisher","1704"
"2004 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","1378288"
"2004 Federal Election","1771","Queensland Asian Business Weekly","","Publisher","1450"
"2004 Federal Election","3164","Queensland Dairyfarmer","Queensland Dairyfarmers Organisation","Publisher","0"
"2004 Federal Election","2359","Queensland Farmer & Grazier","Rural Press Ltd","Publisher","0"
"2004 Federal Election","4338","Radio 2NUR FM","University Of Newcastle","Broadcaster","3520"
"2004 Federal Election","4150","Radio 2UE 954","Radio 2UE Sydney Pty Ltd","Broadcaster","109692"
"2004 Federal Election","5317","Radio 4MW","Torres Strait Islanders Media Association Inc","Broadcaster","0"
"2004 Federal Election","5292","Radio 4YOU 98.5","Capricorn Cammunity Radio 4 You Inc","Broadcaster","0"
"2004 Federal Election","797","Radio 5AA (5-Double-A)","Festival City Broadcasters Ltd","Broadcaster","58570"
"2004 Federal Election","5219","Radio Adelaide","Radio Adelaide","Broadcaster","0"
"2004 Federal Election","4262","Radio AM1611 Albany","Lost The Plot Productions/Pirate Broadcasters Pty Ltd","Broadcaster","0"
"2004 Federal Election","5156","Radio Eastern FM 98.1","Eastern Community Broadcasters","Broadcaster","0"
"2004 Federal Election","4154","Radio ENA","International Commercial Narrowcasting Pty Ltd","Broadcaster","1303"
"2004 Federal Election","5337","Radio Lord Howe Island","Lord Howe Island Radio Station Assoc Inc","Broadcaster","0"
"2004 Federal Election","4093","Radio TAB (4TAB)","Broadcasting Station 4IP Pty Ltd","Broadcaster","0"
"2004 Federal Election","5170","RED FM","Redwave Media Pty Ltd","Broadcaster","1564"
"2004 Federal Election","5146","Redcliffe Herald","Quest Community Newspapers","Publisher","6126"
"2004 Federal Election","3548","Retail Pharmacy","Retail Media Pty Ltd","Publisher","0"
"2004 Federal Election","4983","Rhema FM 106.5 Manning Great Lakes","Manning Great Lakes Christian Broadcasters","Broadcaster","0"
"2004 Federal Election","90","Richmond River Express","Northern Star Ltd","Publisher","874"
"2004 Federal Election","5117","River94.9 (4QFM)","Star Broadcasting Network","Broadcaster","3484"
"2004 Federal Election","5118","Riverina Leader","Riverina Media Group","Publisher","1680"
"2004 Federal Election","312","Riverine Herald","Riverine Herald Pty Ltd","Publisher","7435"
"2004 Federal Election","3157","Rotary Down Under","Rotary Down Under Inc","Publisher","0"
"2004 Federal Election","4998","Roxby Downs Sun","","Publisher","439"
"2004 Federal Election","3998","RTQ","WIN Television Qld Pty Ltd","Broadcaster","666177"
"2004 Federal Election","5015","RTR 94.9 FM","High Country Christian Broadcasters","Broadcaster","0"
"2004 Federal Election","4439","RTR FM","Arts Radio Ltd","Broadcaster","1514"
"2004 Federal Election","4368","Rural Weekly","Toowoomba Newspapers P/L","Publisher","2148"
"2004 Federal Election","1025","SA-FM","Austerio Ltd","Broadcaster","116753"
"2004 Federal Election","2955","Sapphire Sun","Rural Press","Publisher","0"
"2004 Federal Election","4372","SAS7","Channel 7 Adelaide Pty Ltd","Broadcaster","610319"
"2004 Federal Election","4556","SBS Radio","Special Broadcasting Service Corporation","Broadcaster","8070"
"2004 Federal Election","885","SBS TV","Special Broadcasting Service Corporation","Broadcaster","499683"
"2004 Federal Election","5264","Screen Education","Australian Teachers of Media","Publisher","0"
"2004 Federal Election","5205","SEA FM 101.3","Central Coast Radio Pty Ltd","Broadcaster","46747"
"2004 Federal Election","5150","Sea FM 101.5 Rockhampton","Rackhampton Broadcasting Company","Broadcaster","10868"
"2004 Federal Election","5149","Sea FM 95.1 Gladstone","Rockhampton Broadcasting Company","Broadcaster","5126"
"2004 Federal Election","5107","SES/RTS","Win Television SA Pty Ltd","Broadcaster","59264"
"2004 Federal Election","4106","Seven Central","Southern Cross Broadcasting","Broadcaster","183856"
"2004 Federal Election","4105","Seven Darwin","Southern Cross Broadcasting","Broadcaster","66644"
"2004 Federal Election","1494","Seymour Telegraph","Seymour Telegraph","Publisher","5328"
"2004 Federal Election","1705","Shepparton News","Shepparton Newspapers Pty Ltd","Publisher","0"
"2004 Federal Election","4989","Shipping Australia","Informa Australia Pty Ltd","Publisher","0"
"2004 Federal Election","1654","Shoalhaven & Nowra News","Rural Press Pty Ltd","Publisher","5532"
"2004 Federal Election","4077","Sing Tao Newspapers Pty Ltd","(Sing Tao Jih Pao)","Publisher","25996"
"2004 Federal Election","934","Sky Channel","Sky Channel Pty Ltd","Broadcaster","0"
"2004 Federal Election","5186","Sky News","Foxtel","Broadcaster","20464"
"2004 Federal Election","5348","Sky News","Telstra Pay TC Pty Ltd","Broadcaster","20464"
"2004 Federal Election","4416","Snow FM (2SKI)","Radio Snowy Mountains Pty Ltd t/a 97.7 Snow FM","Broadcaster","11388"
"2004 Federal Election","4435","Snowy River Mail","Snowy River Mail","Publisher","1669"
"2004 Federal Election","449","South Burnett Times","South Burnett Times Pty Ltd","Publisher","8788"
"2004 Federal Election","172","South Coast Register","Regional Publishers Pty Ltd","Publisher","9689"
"2004 Federal Election","5147","South East Advertiser","Quest Community Newspapers","Publisher","34479"
"2004 Federal Election","329","South Gippsland Sentinal - Times","South Eastern Newspapers Pty Ltd","Publisher","13609"
"2004 Federal Election","392","South West News","Quest Community Newspapers","Publisher","6793"
"2004 Federal Election","5078","Southern Bay News","Queensland Community Newspapers Pty Ltd","Publisher","235"
"2004 Federal Election","1578","Southern Courier","FPC Courier Newspapers","Publisher","31892"
"2004 Federal Election","2739","Southern Cross Newspaper","Anglican Media - Sydney","Publisher","980"
"2004 Federal Election","4735","Southern Farmer","Southern Farmer","Publisher","0"
"2004 Federal Election","5018","Southern Gazette","Community News Group","Publisher","9607"
"2004 Federal Election","1052","Southern Highland News","Regional Publishers Pty Ltd","Publisher","5500"
"2004 Federal Election","1218","Southern News","Quest Community Newspapers","Publisher","18691"
"2004 Federal Election","1219","Southern Star","Quest Newspaper Group","Publisher","24090"
"2004 Federal Election","482","Southern Times Messenger","Messenger Press Pty Ltd","Publisher","19336"
"2004 Federal Election","1343","Spanish Herald","Foreign Language and Press Pty Ltd","Publisher","1764"
"2004 Federal Election","5173","Spirit Network","Redwave Media Pty Ltd","Broadcaster","1298"
"2004 Federal Election","5172","Spirit Network Broome","Redwave Media Pty Ltd","Broadcaster","1558"
"2004 Federal Election","5199","Spirit Network- Karratha","Redwave Media Pty Ltd","Broadcaster","1656"
"2004 Federal Election","5171","Spirit Network- Port Hedland","Redwave Media Pty Ltd","Broadcaster","5757"
"2004 Federal Election","5267","Sporting Shooter","","Publisher","0"
"2004 Federal Election","4122","Springvale Dandenong Leader","Leader Community Newspapers","Publisher","875"
"2004 Federal Election","5300","St Albans Star","South East Newspapers","Publisher","1487"
"2004 Federal Election","5053","St Marys Mt Druitt Star","Fairfax Community Newspapers","Publisher","3130"
"2004 Federal Election","483","Standard Messenger","Messenger Press Pty Ltd","Publisher","9453"
"2004 Federal Election","5283","Star FM range 105.9 FM","Midcoast Broadcasters Pty Ltd","Broadcaster","14503"
"2004 Federal Election","4178","StarFM Orange 105.9","Macquarie Regional Radioworks Pty Ltd","Broadcaster","4309"
"2004 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","1800"
"2004 Federal Election","5328","Stirling Times","Community Newspaper Corporation","Publisher","24506"
"2004 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","2537"
"2004 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","7130"
"2004 Federal Election","4500","STQ","Seven Queensland","Broadcaster","731871"
"2004 Federal Election","5246","Strengthening Goldfields Community Radio Inc","Strenghtening Goldfields Community Radio Inc","Broadcaster","0"
"2004 Federal Election","5333","Strike Publications","Strike Publications Pty Ltd","Publisher","0"
"2004 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","26313"
"2004 Federal Election","923","STW CHAN 9","Swan Television & Radio Broadcasters Ltd","Broadcaster","436659"
"2004 Federal Election","1428","Sun FM","Alice Springs Commercial Broadcasters Pty Ltd","Broadcaster","1871"
"2004 Federal Election","1608","Sun Herald","Fairfax Ltd","Publisher","27870"
"2004 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","5205"
"2004 Federal Election","1665","Sunday Herald Sun","Herald & Weekly Times Ltd","Publisher","13630"
"2004 Federal Election","4688","Sunday Mail","Advertiser Newspapers Ltd","Publisher","3343"
"2004 Federal Election","574","Sunday Tasmanian","Davies Brothers Limited","Publisher","945"
"2004 Federal Election","588","Sunday Territorian","News Ltd","Publisher","89"
"2004 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","7008"
"2004 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","20103"
"2004 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","19231"
"2004 Federal Election","5208","Sunshine Northwest Advocate","Fairfax Community Newspapers","Publisher","60231"
"2004 Federal Election","5302","Sunshine Star","South East Newspapers","Publisher","0"
"2004 Federal Election","4991","Sussex Times","Milton Ulladulla Publishing Co Pty Ltd","Publisher","1751"
"2004 Federal Election","5366","Sydney City Courier","FPC Courier Newspapers","Publisher","896"
"2004 Federal Election","1606","Sydney Morning Herald","Fairfax Ltd","Publisher","439514"
"2004 Federal Election","5367","Sydney Weekly Courier","FPC Courier Newspapers","Publisher","969"
"2004 Federal Election","1798","TA NEA Greek Newspaper","Greek Broadcasters P/L","Publisher","3234"
"2004 Federal Election","4507","Tablelander Newspaper","Tablelander Newspaper","Publisher","1209"
"2004 Federal Election","1005","Tablelands Advertiser","Cairns Post Pty Ltd","Publisher","2459"
"2004 Federal Election","4198","Tallaganda Times","Regional Publishers","Publisher","1000"
"2004 Federal Election","1564","Tasmanian Country","Davies Brothers Limited","Publisher","6098"
"2004 Federal Election","3282","Taxation in Australia","Taxation Institute of Australia","Publisher","0"
"2004 Federal Election","886","TCN CHAN 9","TCN Channel Nine Pty Ltd","Broadcaster","2209130"
"2004 Federal Election","196","Temora Independent","JA Bradley & Sons","Publisher","1031"
"2004 Federal Election","1437","Ten Northern NSW","Northern Rivers Television Pty Ltd","Broadcaster","291954"
"2004 Federal Election","1453","Ten Queensland","Telecasters Australia Limited","Broadcaster","353795"
"2004 Federal Election","4297","Ten-10","Network Ten (Sydney) Pty Ltd","Broadcaster","1109087"
"2004 Federal Election","3004","That's Life","Pacific Publications","Publisher","0"
"2004 Federal Election","1602","The Advertiser","Advertiser Newspapers Pty Ltd","Publisher","116852"
"2004 Federal Election","5286","The Advertiser","Regional Publishers","Publisher","22947"
"2004 Federal Election","91","The Advertiser Cessnock","Regional Publishers Pty Ltd","Publisher","1715"
"2004 Federal Election","1641","The Advertiser Newspaper","Rupak Pty Ltd","Publisher","529"
"2004 Federal Election","400","The Advocate","Lower Burdekin Newspaper Company Pty Ltd","Publisher","6880"
"2004 Federal Election","4931","The Advocate Newspaper","Harris and Company Ltd","Publisher","133378"
"2004 Federal Election","4221","The Age","Fairfax Ltd","Publisher","227056"
"2004 Federal Election","80","The Armidale Express","Regional Publishers P/L","Publisher","2465"
"2004 Federal Election","5144","The Armidale Express Extra","Regional Publisers P/L","Publisher","202"
"2004 Federal Election","1636","The Armidale Independent","Armidale Independent Pty Ltd","Publisher","2815"
"2004 Federal Election","28","The Australian","The Australian","Publisher","162712"
"2004 Federal Election","5085","The Australian Jewish News (Melbourne)","The Australian Jewish Press","Publisher","16855"
"2004 Federal Election","1469","The Australian Jewish News (Sydney Edition)","Australian Jewish Press Pty Ltd","Publisher","21857"
"2004 Federal Election","3189","The Australian TAFE Teacher","Australian Education Union","Publisher","0"
"2004 Federal Election","5319","The Australian Women's Weekly","Australian Consolidated Press","Publisher","0"
"2004 Federal Election","5251","The Berowra Bush Telegraph","","Publisher","0"
"2004 Federal Election","1832","The Big Issue","Big Issue in Australia Ltd","Publisher","0"
"2004 Federal Election","404","The Blackwater Herald","Australian Provincial Newspapers Ltd","Publisher","1529"
"2004 Federal Election","5369","The Bondi View Community Newspaper","Boondye Books","Publisher","4479"
"2004 Federal Election","78","The Border Mail","Border Morning Mail Pty Ltd","Publisher","21922"
"2004 Federal Election","501","The Border Watch","Border Watch Pty Ltd","Publisher","7042"
"2004 Federal Election","495","The Bunyip","Gawler Co Pty Ltd","Publisher","6231"
"2004 Federal Election","413","The Cairns Post","Cairns Post Pty Ltd","Publisher","10512"
"2004 Federal Election","31","The Canberra Times","Federal Capital Press of Australia Pty Ltd","Publisher","62619"
"2004 Federal Election","1466","The Catholic Leader","Catholic Leader","Publisher","1690"
"2004 Federal Election","32","The Chronicle","Federal Capital Press of Australia Pty Ltd","Publisher","5712"
"2004 Federal Election","5176","The Comedy Channel","Foxtel","Broadcaster","20449"
"2004 Federal Election","5175","The Courier","Regional Publishers (Western Victoria)","Publisher","12645"
"2004 Federal Election","377","The Courier Mail","Queensland Newspapers PTy Ltd","Publisher","210685"
"2004 Federal Election","1504","The Daily Advertiser","Riverina Media Group","Publisher","11864"
"2004 Federal Election","5338","The Daily Telegraph","Nation Wide News","Publisher","278540"
"2004 Federal Election","293","The Echo","Geelong Newspapers Pty Ltd","Publisher","2629"
"2004 Federal Election","5046","The Edge 96.1","Blue Mountains Broadcasters","Broadcaster","43200"
"2004 Federal Election","4973","The Education Magazine","Westroyal P/L","Publisher","0"
"2004 Federal Election","575","The Examiner","Examiner Newspaper Pty Ltd","Publisher","170365"
"2004 Federal Election","4740","The Express","Poinciana Publishing","Publisher","0"
"2004 Federal Election","4064","The Flinders News","Nothern Newspapers","Publisher","458"
"2004 Federal Election","5248","The Fly Entertainment Press","The Fly Entertainment Press","Publisher","600"
"2004 Federal Election","5323","The Free Press","Central Highlands Newspapers Pty Ltd","Publisher","3141"
"2004 Federal Election","4448","The Gazette","Davies Brothers Limited","Publisher","1696"
"2004 Federal Election","4232","The Geelong Independent","The Geelong Independent Ltd","Publisher","8439"
"2004 Federal Election","4063","The Gilgandra Weekly","Gilgandra Newspapers P/L","Publisher","1567"
"2004 Federal Election","328","The Great Southern Star","Giles Newspapers Pty Ltd","Publisher","10218"
"2004 Federal Election","1071","The Gympie Times","The Gympie Times Pty Ltd","Publisher","8805"
"2004 Federal Election","1492","The Hillston Spectator","The Hillston Spectator","Publisher","0"
"2004 Federal Election","5191","The History Channel","Foxtel","Broadcaster","21481"
"2004 Federal Election","5250","The Hornsby Bush Telegraph","","Publisher","1561"
"2004 Federal Election","5238","The Independent","Brisbane Independent Newspaper Group","Publisher","1274"
"2004 Federal Election","434","The Ipswich Advertiser","Regional Publishers of Queensland","Publisher","2426"
"2004 Federal Election","4916","The Irrigator","Riverina Media Group","Publisher","1744"
"2004 Federal Election","1477","The Land","NSW Farmers Association","Publisher","4000"
"2004 Federal Election","488","The Leader","Leader Newspapers Group Pty Ltd","Publisher","1867"
"2004 Federal Election","5188","The Lifestyle Channel","Foxtel","Broadcaster","40021"
"2004 Federal Election","4971","The Mining Chronicle","West Royal P/L","Publisher","0"
"2004 Federal Election","4680","The Mosman Daily","The Mosman Daily","Publisher","5235"
"2004 Federal Election","509","The Murray Pioneer","Murray Pioneer Pty Ltd","Publisher","1965"
"2004 Federal Election","5033","The Noosa Journal","Cynaco Pty Ltd","Publisher","8965"
"2004 Federal Election","416","The Northern Miner","North Queensland Newspaper Company Ltd","Publisher","2898"
"2004 Federal Election","1650","The Northern Rivers Echo","TAOW Pty Ltd","Publisher","17175"
"2004 Federal Election","145","The Northern Star","Northern Star Ltd","Publisher","14343"
"2004 Federal Election","1527","The Observer","Lower Burdekin Newspaper Co Pty Ltd","Publisher","1547"
"2004 Federal Election","5104","The Observer","Riverina Media Group","Publisher","1045"
