"Event","Media ID","Name","Business Name","Return Type","Total Amount"
"2001 Federal Election","4147","Moorabbin Leader","Leader Community Newspapers","Publisher","3341"
"2001 Federal Election","4144","Mordialloc Chelsea Leader","Leader Community Newspapers","Publisher","1241"
"2001 Federal Election","152","Moree Champion","Mayas Pty Ltd","Publisher","2195"
"2001 Federal Election","4718","Moreton Border News","Boonah Newspaper Co","Publisher","0"
"2001 Federal Election","342","Mornington & Southern Peninsula Mail","Independent News Pty Ltd","Publisher","3235"
"2001 Federal Election","1685","Mornington Peninsula Leader","Leader Newspaper Group","Publisher","4210"
"2001 Federal Election","344","Mortlake Dispatch","Western District Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","2611","Motor","ACP Action Pty Ltd","Publisher","0"
"2001 Federal Election","2613","Motor News","Royal Automobile Club of Tasmania Pty Ltd","Publisher","0"
"2001 Federal Election","3517","Motor Trader","Motor Trades Association of Queensland Ltd","Publisher","0"
"2001 Federal Election","4279","Moue Extra","Optus","Broadcaster","12616"
"2001 Federal Election","4280","Mouie One","Optus","Broadcaster","3154"
"2001 Federal Election","4409","Mountain Views Mail","Yarra Valley Newspapers P/L","Publisher","470"
"2001 Federal Election","4281","Movie Greats","Optus","Broadcaster","3679"
"2001 Federal Election","2840","Mt Buller Stirling News","Mansfield Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","62","Mt Druitt & St Marys Standard","Cumberland Newspaper Group","Publisher","0"
"2001 Federal Election","3515","MTA Journal","Motor Traders Association of NSW","Publisher","0"
"2001 Federal Election","4285","MTV","Optus","Broadcaster","9794"
"2001 Federal Election","4331","Mudgee Guardian","Cudgegong Newspapers Pty Ltd","Publisher","6815"
"2001 Federal Election","3242","Municipal Engineering in Australia","Editorial and Publishing Consultants Pty Ltd","Publisher","0"
"2001 Federal Election","4873","Murray & District Broadcasters","Murray & District Broadcasters","Broadcaster","0"
"2001 Federal Election","502","Murray Valley Standard","Bridge Printing Office Pty Ltd","Publisher","761"
"2001 Federal Election","4720","Muscateer","Macquarie University Students Council","Publisher","0"
"2001 Federal Election","2039","Muse","Muse Inc Management Committee / Federal Capital Press","Publisher","0"
"2001 Federal Election","1321","Musu Pastoge","Lithuanian Community Publishing Society Ltd","Publisher","0"
"2001 Federal Election","157","Muswellbrook Chronicle","Regional Publishers Pty Ltd","Publisher","2941"
"2001 Federal Election","4781","MX","Herald & Weekly Times Ltd","Publisher","0"
"2001 Federal Election","4504","Myall Coast Nota","Myall Coast Nota","Publisher","2882"
"2001 Federal Election","346","Myrtleford Times","Ovens and Murray Newspapers Pty Ltd","Publisher","2968"
"2001 Federal Election","4241","Nambour & District Community News","Coolum Advertiser","Publisher","6736"
"2001 Federal Election","4912","Nambour Cronicle","","Publisher","0"
"2001 Federal Election","4895","Nambucca Guardian News","Regional Publishers","Publisher","1532"
"2001 Federal Election","127","Namoi Valley Independent","Gunnedah Publishing Company Pty Ltd","Publisher","3093"
"2001 Federal Election","4799","Nannup Community Radio","","Broadcaster","0"
"2001 Federal Election","4721","Naracoorte Herald","Naracoorte Herald Ptd Ltd","Publisher","0"
"2001 Federal Election","1168","Narooma News","Rural Press Pty Ltd","Publisher","2276"
"2001 Federal Election","4177","Narrandera Argus","Narrandera Argus Pty Ltd","Publisher","1384"
"2001 Federal Election","4470","Narrogin Observer","South West Printing & Publishing Co.","Publisher","6572"
"2001 Federal Election","3013","National Accountant","H H & M Media Pty Ltd","Publisher","0"
"2001 Federal Election","3661","National Forests & Timber","Van Diemen Forestry Consultants Pty Ltd","Publisher","0"
"2001 Federal Election","3321","National Leader","National Party of Australia - NSW","Publisher","0"
"2001 Federal Election","3264","Natural Resource Management","Australian Association of Natural Resource Management","Publisher","0"
"2001 Federal Election","2654","Nature Australia Magazine","Australian Museum Trust","Publisher","0"
"2001 Federal Election","3718","NAVA Newsletter","National Association for the Visual Arts","Publisher","0"
"2001 Federal Election","4422","NBN 3","NBN Ltd","Broadcaster","571653"
"2001 Federal Election","4923","Nea Ellasa (Greek Times)","Ethnic Publications P/L","Publisher","204"
"2001 Federal Election","4954","Nea Patrida - (New Country)","Foreign Language Publications P/L","Publisher","0"
"2001 Federal Election","1291","Nea Patrida (New Country)","Foreign Language Publications Pty Ltd","Publisher","1760"
"2001 Federal Election","4016","NEN","Prime Television Northern Pty Ltd","Broadcaster","353614"
"2001 Federal Election","1796","Neos Kosmos","Ethnic Publications ZPty Ltd","Publisher","4156"
"2001 Federal Election","4272","Nerredin Wheatbelt Mercury","Rural Press Regional Media (WA) P/L","Publisher","19024"
"2001 Federal Election","2765","Network","Network for Fitness Professionals","Publisher","0"
"2001 Federal Election","4887","Neve Heimat Und Welt","Neve Welt Pty Ltd","Publisher","0"
"2001 Federal Election","2658","New Dawn","New Dawn Magazine","Publisher","0"
"2001 Federal Election","2998","New Idea","Pacific Publications","Publisher","0"
"2001 Federal Election","2529","New Internationalist","New Internationalist Publications Pty Ltd","Publisher","0"
"2001 Federal Election","1463","New Life Christian Newspaper","New Life Australia Ltd","Publisher","0"
"2001 Federal Election","3322","New South Wales Insight","","Publisher","0"
"2001 Federal Election","2733","New TImes","Uniting Church in Australia ( SA Synod )","Publisher","0"
"2001 Federal Election","4299","NEW-10","Network Ten (Perth) Pty Ltd","Broadcaster","0"
"2001 Federal Election","4360","Newcastle & Lake Macquarie Posts","Newcastle Newspapers","Publisher","1953"
"2001 Federal Election","4188","News Review","Messenger Newspaper","Publisher","13611"
"2001 Federal Election","1996","News Weekly","Freedom Publishing Co","Publisher","0"
"2001 Federal Election","3210","Newsmonth","NSW/ACT Independent Education Union","Publisher","0"
"2001 Federal Election","3942","Newswrite","NSW Writers' Centre","Publisher","0"
"2001 Federal Election","2464","Nexus New Times Magazine","Nexus Magazine Pty Ltd","Publisher","0"
"2001 Federal Election","1829","Nguoi Viet","Tran Chau","Publisher","900"
"2001 Federal Election","1354","Nhan Quyen (Human Rights)","Ho Long Quan","Publisher","3572"
"2001 Federal Election","4460","NNS9","Channel 9 South Australia","Broadcaster","415000"
"2001 Federal Election","4722","Noise Magazine","","Publisher","0"
"2001 Federal Election","3641","Non-Destructive Testing","Research Publications Pty Ltd","Publisher","0"
"2001 Federal Election","4079","Noosa Journal","Independent Rural Publishers","Publisher","17055"
"2001 Federal Election","4962","Noosa News","","Publisher","2571"
"2001 Federal Election","360","North Central News","Nadalyn Pty Ltd","Publisher","1107"
"2001 Federal Election","579","North Eastern Advertiser","","Publisher","4673"
"2001 Federal Election","4208","North Queensland Register","Rural Press Queensland P/L","Publisher","3663"
"2001 Federal Election","4685","North Shore Times","Cumberland Newspaper Group","Publisher","5656"
"2001 Federal Election","4196","North West Country","Carpentaria Newspapers","Publisher","292"
"2001 Federal Election","4205","North West Express Ouyen","Mallee Printers","Publisher","820"
"2001 Federal Election","128","North West Magazine","North West Magazine Partnership","Publisher","6777"
"2001 Federal Election","383","North West News","Nationwide News Pty Ltd","Publisher","11172"
"2001 Federal Election","4195","North West Star","Carpentaria Newspapers","Publisher","7283"
"2001 Federal Election","556","North West Telegraph","Albany Advertiser Ltd","Publisher","0"
"2001 Federal Election","1552","Northcote Leader","Leader Newspaper Group","Publisher","1949"
"2001 Federal Election","4109","Northern Argus","Rural Press","Publisher","2224"
"2001 Federal Election","65","Northern Beaches Weekender","Torch Publishing Company Pty Ltd","Publisher","4400"
"2001 Federal Election","191","Northern Daily Leader","Regional Publishers Pty Ltd","Publisher","23780"
"2001 Federal Election","4686","Northern District Times","Cumberland Newspaper Group","Publisher","8125"
"2001 Federal Election","549","Northern Guardian","Albany Advertiser Pty Ltd","Publisher","0"
"2001 Federal Election","1764","Northern Midlands Community News","Examiner Newspaper Pty Ltd, The","Publisher","0"
"2001 Federal Election","384","Northern News","Nationwide News Pty Ltd","Publisher","8254"
"2001 Federal Election","1523","Northern Rivers Echo","TAOW Pty Ltd","Publisher","13542"
"2001 Federal Election","463","Northern Services Courier","Northern Services Courier","Publisher","0"
"2001 Federal Election","4070","Northern Sun","Northern Newspapers","Publisher","263"
"2001 Federal Election","587","Northern Territory News","News Ltd","Publisher","42484"
"2001 Federal Election","1216","Northern Times","Nationwide News Pty Ltd","Publisher","11881"
"2001 Federal Election","4892","Northern Times (Kerang)","Northern Newspaper Group","Publisher","0"
"2001 Federal Election","386","Northside Chronicle","Nationwide News Pty Ltd","Publisher","9032"
"2001 Federal Election","4171","Northwest Radio - Remote","Northwest Radio","Broadcaster","1360"
"2001 Federal Election","4168","Northwest Radio 6KA","Bond Place Karratha","Broadcaster","4372"
"2001 Federal Election","4170","Northwest Radio 6NW","Court Place South Hedland","Broadcaster","3878"
"2001 Federal Election","1342","Noticias Y Deportes","Hispanoamerican Newspaper","Publisher","0"
"2001 Federal Election","4410","Nova 969 FM","DMG Radio Australia","Broadcaster","86323"
"2001 Federal Election","1272","Nova Hrvatska (New Croatia)","Jelmat Holdings Pty Ltd","Publisher","2199"
"2001 Federal Election","1338","Novosti","Foreign Language Publications Pty Ltd","Publisher","2313"
"2001 Federal Election","4561","NOW FM","Moree Broadcasting & Development Co Pty Ltd","Broadcaster","18765"
"2001 Federal Election","4910","Noze Magazine","Sunrise Publishers","Publisher","1650"
"2001 Federal Election","4245","NRN","Northern Rivers Television Pty Ltd","Broadcaster","212658"
"2001 Federal Election","932","NTD CHAN 8","Territory Television Pty Ltd","Broadcaster","86857"
"2001 Federal Election","349","Numurkah Leader","Jinki Sixteen Pty Ltd","Publisher","351"
"2001 Federal Election","173","Nyngan Observer","Regional Publishers","Publisher","216"
"2001 Federal Election","1334","O Portugues Na Australia","O & G Investments Pty Ltd","Publisher","544"
"2001 Federal Election","4284","Odyssey","Optus","Broadcaster","5531"
"2001 Federal Election","4282","oh!","Optus","Broadcaster","18400"
"2001 Federal Election","3500","Oil & Gas Gazette","Resource Information Unit Ltd (Salamar Pty Ltd)","Publisher","0"
"2001 Federal Election","1738","On The Coast","SA Regional Media","Publisher","1257"
"2001 Federal Election","2663","On The Road","On The Road Magazine Pty Ltd","Publisher","0"
"2001 Federal Election","3353","Open House","Rank Publishing Company Pty Ltd","Publisher","0"
"2001 Federal Election","2617","Open Road","NRMA Open Road Pty Limited","Publisher","0"
"2001 Federal Election","2659","Opera Opera","Pellinor Pty Ltd","Publisher","0"
"2001 Federal Election","4723","Optometry Assoc Australia (WA Division) Newsletter","","Publisher","0"
"2001 Federal Election","3048","Orana","Australian Library & Information Association","Publisher","0"
"2001 Federal Election","2889","Otico","Monash Student Union","Publisher","0"
"2001 Federal Election","2735","Outreach - The Magazine of Christian Outreach Ctr","Christian Outreach Centre","Publisher","0"
"2001 Federal Election","4277","Ovation","Optus","Broadcaster","8940"
"2001 Federal Election","4937","Ovens and Murray Advertiser","North East Newspapers P/L","Publisher","658"
"2001 Federal Election","2566","Overland","OL Society Ltd, The","Publisher","0"
"2001 Federal Election","2665","Overlander","FPC Magazines","Publisher","0"
"2001 Federal Election","265","Pakenham - Berwick Gazette","South Eastern Independant Newspapers Pty Ltd","Publisher","8696"
"2001 Federal Election","4480","Paradise FM 101.9","Paradise FM Community Radio Inc","Broadcaster","2112"
"2001 Federal Election","177","Parkes Champion Post","Regional Publishers Pty Ltd","Publisher","0"
"2001 Federal Election","69","Parramatta Advertiser","Cumberland Newspaper group","Publisher","9529"
"2001 Federal Election","3501","Paydirt","Louthean Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","3794","Peace 2000","Campaign for International Co-operation & Disarmament","Publisher","0"
"2001 Federal Election","1631","Peninsula News","Edspro Pty Ltd t/a Peninsula News","Publisher","0"
"2001 Federal Election","71","Penrith Press","Cumberland Newspaper Group","Publisher","12498"
"2001 Federal Election","3265","Permaculture International Journal","Permaculture International Ltd","Publisher","0"
"2001 Federal Election","4457","Perth Weekly","ALW Pty Ltd","Publisher","1560"
"2001 Federal Election","1298","Perthi Magyar Hirek (Hungarian News)","Council of Hungarian Associations of WA","Publisher","0"
"2001 Federal Election","3539","Pet Industry News","Annadale Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","1790","Philippine Community Herald","","Publisher","1080"
"2001 Federal Election","353","Phillip Island & San Remo Advertiser","Phillip Island & San Remo Advertiser Pty Ltd","Publisher","1455"
"2001 Federal Election","1830","Phu Nu Viet ( Womans Welfare )","","Publisher","0"
"2001 Federal Election","1217","Pine Rivers Press","Nationwide News","Publisher","6695"
"2001 Federal Election","4724","Pittsworth Sentinel","J.E. Schmidt t/a Pittsworth Sentinel","Publisher","0"
"2001 Federal Election","4074","Plains Producer","Paper & Publications Pty Ltd","Publisher","2218"
"2001 Federal Election","3341","Pome Fruit Australia","Australian Apple & Pear Growers Association","Publisher","0"
"2001 Federal Election","493","Port Lincoln Times","Port Lincoln Times Pty Ltd","Publisher","2296"
"2001 Federal Election","181","Port Macquarie Express","Regional Publishers Pty Ltd","Publisher","3139"
"2001 Federal Election","182","Port Macquarie News","Regional Publishers Pty Ltd","Publisher","3349"
"2001 Federal Election","183","Port Stephens Examiner","Port Stephens Publishers Pty Ltd","Publisher","13191"
"2001 Federal Election","4369","Portland Observer","Spectator  Observer Partnership","Publisher","2780"
"2001 Federal Election","481","Portside Messenger","Messenger Newspapers","Publisher","1657"
"2001 Federal Election","1529","Post Newspapers","A/A","Publisher","19119"
"2001 Federal Election","4725","Powerhouse Magazine","Resource Information Unit","Publisher","0"
"2001 Federal Election","2422","Practical Aquariums & Water Gardens","Annadale Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","4151","Preston Leader","Leader Community Newspapers","Publisher","2003"
"2001 Federal Election","2358","Prime Beef","Direct Specialist Publishing","Publisher","0"
"2001 Federal Election","1436","Prime Television Network","Prime Television Limited","Broadcaster","0"
"2001 Federal Election","4874","PRK Aboriginal Radio","Puranyangu Rangra Kerrem Aboriginal Media Aboriginal Cor","Broadcaster","0"
"2001 Federal Election","3385","Proctor","Queensland Law Society Inc","Publisher","0"
"2001 Federal Election","4726","Professional Voice","Australian Education Union - Vic Branch","Publisher","0"
"2001 Federal Election","4149","Progress Leader","Leader Community Newspapers","Publisher","7512"
"2001 Federal Election","4287","Proserpine Guardian","Whitsunday Printing & Publishing Co.","Publisher","1534"
"2001 Federal Election","4727","Prosvita Publishing Co Pty Ltd - 'Church & Life'","","Publisher","0"
"2001 Federal Election","1693","Pyrenees Advocate","Riponshire Advocate Pty Ltd","Publisher","1155"
"2001 Federal Election","905","QTQ CHAN 9","Queensland Television Ltd","Broadcaster","962966"
"2001 Federal Election","1999","Quadrant Magazine","Quadrant Magazine Co Incorporated","Publisher","0"
"2001 Federal Election","3102","Quality Time: The Free Magazine for Parents","Telling Words Company Pty Ltd","Publisher","0"
"2001 Federal Election","4728","Queenscliffe Herald","Queenscliffe Herald","Publisher","0"
"2001 Federal Election","1771","Queensland Asian Business Weekly","","Publisher","11590"
"2001 Federal Election","1475","Queensland Country Life","Rural Press Ltd","Publisher","13340"
"2001 Federal Election","4210","Queensland Farmer","Rural Press Queensland P/L","Publisher","1050"
"2001 Federal Election","3324","Queensland Insight","","Publisher","0"
"2001 Federal Election","2436","Queensland Pride","Queensland Pride Pty Ltd","Publisher","2582"
"2001 Federal Election","187","Quirindi Advocate","Quirindi Newspapers Company Pty Ltd","Publisher","2588"
"2001 Federal Election","2109","Radio 1RPH","Print Handicapped Radio of ACT ( Inc )","Broadcaster","0"
"2001 Federal Election","2112","Radio 2ME","Heart & Soul Productions","Broadcaster","0"
"2001 Federal Election","4233","Radio 3Tr (1242)","Ace Radio Broadcasters","Broadcaster","399"
"2001 Federal Election","4108","Radio 46Y - 4NNN","Gympie Noosa Broadcasters Pty Ltd","Broadcaster","4505"
"2001 Federal Election","4510","Radio 4BC 1116AM","","Broadcaster","59841"
"2001 Federal Election","4405","Radio 4BW","QLD Radio 2000 Pty Ltd","Broadcaster","24406"
"2001 Federal Election","4317","Radio 4CRB 89.3FM","Gold Coast Christian & Community Broadcasting Assoc Ltd","Broadcaster","2300"
"2001 Federal Election","4408","Radio 4KQ","ARM Communications Pty Ltd","Broadcaster","67436"
"2001 Federal Election","4244","Radio 4LG/4LRE","Glowweir Pty Ltd","Broadcaster","2287"
"2001 Federal Election","4336","Radio 5EFM","Encounter FM Community Broadcasters Association Inc","Broadcaster","385"
"2001 Federal Election","4262","Radio AM1611 Albany","Lost The Plot Productions/Pirate Broadcasters Pty Ltd","Broadcaster","0"
"2001 Federal Election","4154","Radio ENA","International Commercial Narrowcasting Pty Ltd","Broadcaster","2790"
"2001 Federal Election","4094","Radio FM107.1 - 2AAA","Wagga Wagga Community Media Inc.","Broadcaster","1034"
"2001 Federal Election","4095","Radio Goolarri 99.7FM","Goolarri Media Enterprises","Broadcaster","0"
"2001 Federal Election","4084","Radio Hope Island","Radio Hope Island","Broadcaster","500"
"2001 Federal Election","4444","Radio Metro Ltd (Formerly HOTT FM Ltd)","Radio Metro Ltd","Broadcaster","1342"
"2001 Federal Election","4876","Radio Rhema - Manning Great Lakes","Mannin Great Lakes Christian Broadcasters Inc","Broadcaster","0"
"2001 Federal Election","4121","Ranges Leader","Leader Community Newspapers","Publisher","1893"
"2001 Federal Election","4938","Ranges Trader Mail","Ranges trader Mail (Yarra Valley Newspapers P/L)","Publisher","2649"
"2001 Federal Election","3103","Rattler","Community Child Care Co-op Ltd (NSW)","Publisher","0"
"2001 Federal Election","3689","RCI Holiday","RCI Australasia Inc","Publisher","0"
"2001 Federal Election","3582","Real Estate News","Quest Newspaper Group (News Ltd)","Publisher","0"
"2001 Federal Election","4065","Recorder Newspaper","Recorder Newspaper","Publisher","1060"
"2001 Federal Election","388","Redcliffe and Bayside Herald","Nationwide NewsPty Ltd","Publisher","6211"
"2001 Federal Election","4224","Redcliffe Peninsula Post","Redcliffe Peninsula Post","Publisher","1061"
"2001 Federal Election","3386","Reform","Australian Law Reform Commission","Publisher","0"
"2001 Federal Election","4903","REIQ Journal","","Publisher","0"
"2001 Federal Election","3612","Retail World (incorporating Liquor World)","Retail Media Pty Ltd","Publisher","0"
"2001 Federal Election","4515","Rete Italia Radio Network","Tatley Pty Ltd","Broadcaster","3973"
"2001 Federal Election","1142","Review Pictorial","Torch Publishing Company Pty Ltd","Publisher","0"
"2001 Federal Election","4729","Revolver","Foreign Language Publications Pty Ltd","Publisher","0"
"2001 Federal Election","4877","Rhema FM 106.5","Sunshine Coast Christian Broadcasters Assn Inc","Broadcaster","0"
"2001 Federal Election","4879","Rhema FM 99.9","SE Christian Broadcasters Inc","Broadcaster","0"
"2001 Federal Election","4730","Rhythms","In Media (Vic) Pty Ltd","Publisher","0"
"2001 Federal Election","4558","Richmond Valley Radio - 88.9FM","Community Radio Coraki ASssoc Inc","Broadcaster","825"
"2001 Federal Election","4104","Rim FM 100.1","Scenic Rim Broadcasting Association","Broadcaster","150"
"2001 Federal Election","2650","Rip It Up","","Publisher","0"
"2001 Federal Election","4191","River News","Waikerie Printing House Pty Ltd","Publisher","769"
"2001 Federal Election","312","Riverine Herald","Riverine Herald Pty Ltd","Publisher","4523"
"2001 Federal Election","1645","Rivertown Times","Northern Star Ltd, The","Publisher","260"
"2001 Federal Election","2783","Rock","Wild Publications Pty Ltd","Publisher","0"
"2001 Federal Election","4450","ROK","Parkes Broadcasting Co Pty Ltd","Broadcaster","3465"
"2001 Federal Election","1335","Romanul Australian","The Romanian Society of Australia inc.","Publisher","0"
"2001 Federal Election","3157","Rotary Down Under","Rotary Down Under Inc","Publisher","0"
"2001 Federal Election","4731","Royal Historical Society Of Victoria","Royal Historical Society Of Victoria Inc","Publisher","0"
"2001 Federal Election","4123","RTQ","Win Television QLD Pty Ltd","Broadcaster","594433"
"2001 Federal Election","4439","RTR FM 92.1","Arts Radio Ltd","Broadcaster","2200"
"2001 Federal Election","4249","RTS5A","Win Television SA Pty Ltd","Broadcaster","17821"
"2001 Federal Election","2361","Rural Business","Richard Milne Pty Ltd","Publisher","0"
"2001 Federal Election","4368","Rural Weekly","Toowoomba Newspapers P/L","Publisher","441"
"2001 Federal Election","4527","S40","North East Tasmanian Radio Broadcasters Pty Ltd","Broadcaster","2028"
"2001 Federal Election","4732","SA Bowler","Royak South Australian Bowling Assoc Inc","Publisher","0"
"2001 Federal Election","2623","SA Motor","Royal Automobile Association","Publisher","0"
"2001 Federal Election","3924","Sales & Leasing Monitor","Commercial Property Monitor Pty Ltd","Publisher","0"
"2001 Federal Election","2955","Sapphire Sun","Rural Press","Publisher","0"
"2001 Federal Election","4372","SAS7","South Australian Telecasters Ltd","Broadcaster","487536"
"2001 Federal Election","4556","SBS TV","Special Broadcasting Service Corporation","Broadcaster","144113"
"2001 Federal Election","2042","Scene Magazine","17a Skyring Terrace Newstead","Publisher","1232"
"2001 Federal Election","3213","School Bell","Victorian Council of School Organisations Inc","Publisher","0"
"2001 Federal Election","3772","School Post","SA Association of State School Organisations Inc","Publisher","0"
"2001 Federal Election","1658","Scone Advocate","Regional Publishers Pty Ltd","Publisher","3091"
"2001 Federal Election","4881","SCRFM","Blacktown City Community Radio Assoc Inc","Broadcaster","0"
"2001 Federal Election","4184","SDN","ARN Adelaide","Broadcaster","5940"
"2001 Federal Election","4733","SE Kingstong Leader","Peake Investments Pty Ltd","Publisher","0"
"2001 Federal Election","4226","Sea FM","Sea FM Central Coast Pty Ltd","Broadcaster","48790"
"2001 Federal Election","4206","Sea Lake & Wycheproof Times Ensign","Mallee Printers P/L","Publisher","754"
"2001 Federal Election","3298","Seafood Australia","Firecrest Publications","Publisher","0"
"2001 Federal Election","4397","Seniors","Coastline Newspapers","Publisher","1735"
"2001 Federal Election","4248","SES8","Win Television SA Pty Ltd","Broadcaster","40185"
"2001 Federal Election","4106","Seven Central","Seven Central","Broadcaster","121321"
"2001 Federal Election","4105","Seven Darwin","Seven Darwin","Broadcaster","32119"
"2001 Federal Election","4779","Seymour Nagambie Advertiser","Seymour Advertiser","Publisher","0"
"2001 Federal Election","4944","Seymour Telegraph P/L","Seymour Telegraph P/L","Publisher","1475"
"2001 Federal Election","1705","Shepparton News","Shepparton Newspapers Pty Ltd","Publisher","10960"
"2001 Federal Election","4088","Shoalhaven & Nowra News","Shoalhaven & Nowra News","Publisher","2844"
"2001 Federal Election","4200","Shoalhaven Nowra News","Regional Publishers P/L","Publisher","9078"
"2001 Federal Election","4767","Shoalhaven Sun","","Publisher","1420"
"2001 Federal Election","4692","Shout Magazine","Westside Publishing","Publisher","1115"
"2001 Federal Election","2956","Sightseeing South Australia","Weekender Independent Newspapers","Publisher","0"
"2001 Federal Election","2480","Signals","Australian National Maritime Museum","Publisher","0"
"2001 Federal Election","4077","Sing Tao Newspapers Pty Ltd","(Sing Tao Jih Pao)","Publisher","59090"
"2001 Federal Election","4415","Singleton Argus","","Publisher","1619"
"2001 Federal Election","934","Sky Channel","","Broadcaster","69895"
"2001 Federal Election","4275","SKY New Australia","Optus","Broadcaster","10628"
"2001 Federal Election","4734","Sky Racing Form","Sporgs News Weekly Pty Ltd","Publisher","0"
"2001 Federal Election","3827","Smaller Companies Guide","Ian Huntley Pty Ltd","Publisher","0"
"2001 Federal Election","1263","Smaradey Khmer (The Spirit of the Khmer)","","Publisher","1400"
"2001 Federal Election","4416","Snow FM (2SKI)","Radio Snowy Mountains Pty Ltd t/a 97.7 Snow FM","Broadcaster","673812"
"2001 Federal Election","4435","Snowy River Mail","Snowy River Mail","Publisher","891"
"2001 Federal Election","2850","Soccer International","Blitz Publications","Publisher","0"
"2001 Federal Election","3267","Solar Progress - Renewable Energy for Australasia","Australia and New Zealand Solar Energy Society","Publisher","0"
"2001 Federal Election","2690","Sounds Australian Journal","Australian Music Centre T/A Sounds Australia","Publisher","0"
"2001 Federal Election","391","South - East Advertiser","Nationwide News Pty Ltd","Publisher","15257"
"2001 Federal Election","3521","South Australian & Northern Territory Motor Trade","Motor Trade Association (SA Incorporated)","Publisher","0"
"2001 Federal Election","449","South Burnett Times","South Burnett Times Pty Ltd","Publisher","4757"
"2001 Federal Election","172","South Coast Register","South Coast Register Pty Ltd","Publisher","6393"
"2001 Federal Election","1198","South Eastern Real Estate News","South East Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","4933","South Gippsland Sentinel Times","South Eastern Newspapers Pty Ltd","Publisher","5797"
"2001 Federal Election","392","South West News","Nationwide News Pty Ltd","Publisher","13978"
"2001 Federal Election","4956","South West Times","South West Printing and Publishing","Publisher","1092"
"2001 Federal Election","2957","South-East Queensland Tourism","Quest Newspaper Group (News Ltd)","Publisher","0"
"2001 Federal Election","510","Southern Argus","Jones & Sons","Publisher","2428"
"2001 Federal Election","4929","Southern Courier","The Courier Newspaper Group","Publisher","15862"
"2001 Federal Election","4330","Southern Cross","Southern Cross Television (TNT9) Pty Ltd","Broadcaster","198469"
"2001 Federal Election","4735","Southern Farmer","Southern Farmer","Publisher","0"
"2001 Federal Election","534","Southern Gazette Community","Community Newspaper Group","Publisher","9450"
"2001 Federal Election","1052","Southern Highland News","Regional Publishers Pty Ltd","Publisher","4761"
"2001 Federal Election","1218","Southern News","Nationwide News Pty Ltd","Publisher","7079"
"2001 Federal Election","113","Southern Riverina News","Finley Newspapers Pty Ltd","Publisher","2319"
"2001 Federal Election","482","Southern Times Messenger","Messenger Newspapers","Publisher","7318"
"2001 Federal Election","1711","Southsider","","Publisher","0"
"2001 Federal Election","1343","Spanish Herald","Foreign Language and Publications Pty Ltd","Publisher","3825"
"2001 Federal Election","3037","SPECnews","Construction Information Systems Australia Pty Ltd","Publisher","0"
"2001 Federal Election","4736","Spectrum","Australian Institute Of Radiography","Publisher","0"
"2001 Federal Election","2624","Sports & Classic Cars Australia & New Zealand","Australian Classic Motoring Press","Publisher","0"
"2001 Federal Election","2759","Sports Link","Pileport Pty Ltd","Publisher","0"
"2001 Federal Election","1273","Spremnost Croatian Weekly","Ornardo Pty Ltd","Publisher","1933"
"2001 Federal Election","4122","Springvale Dandenong Leader","Leader Community Newspapers","Publisher","7274"
"2001 Federal Election","4163","SRPH","RPH Adelaide Inc","Broadcaster","0"
"2001 Federal Election","72","St George & Sutherland Shire Leader","Fairfax Community Newspapers Pty Ltd","Publisher","45920"
"2001 Federal Election","2691","Stage Whispers","Premonitions Pty Ltd","Publisher","0"
"2001 Federal Election","483","Standard Messenger","Messenger Newspapers","Publisher","14237"
"2001 Federal Election","4354","Starf FM","Midcoast Broadcasters Pty Ltd","Broadcaster","1800"
"2001 Federal Election","1859","State of The Arts","State of the Art Publications Pty Ltd","Publisher","0"
"2001 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","2831"
"2001 Federal Election","3091","Steel Construction","Australian Institute of Steel Construction Ltd","Publisher","0"
"2001 Federal Election","4737","Stil Etto","Sisters In Crime Inc","Publisher","0"
"2001 Federal Election","4464","Stirling Times Community","Community Newspaper Group","Publisher","9556"
"2001 Federal Election","4939","Stock and Land Newspaper","Rural Press Victoria","Publisher","6157"
"2001 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","3231"
"2001 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","2793"
"2001 Federal Election","4500","STQ","Seven Queensland","Broadcaster","404746"
"2001 Federal Election","2627","Street Machine","ACP Action Pty Ltd","Publisher","0"
"2001 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","29394"
"2001 Federal Election","4141","STW Channel Nine Perth","Swan Television And Radio Broadcasters","Broadcaster","387823"
"2001 Federal Election","4906","Summerland Christian Broadcasters","","Broadcaster","0"
"2001 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","811"
"2001 Federal Election","581","Suncoast News and Bulletin","Examiner Newspaper Pty Ltd","Publisher","0"
"2001 Federal Election","4502","Sunday Examiner","The Examiner Newspaper Pty Ltd","Publisher","3820"
